401,0.74014
402,0.73925
403,0.73837
404,0.73748
405,0.7366
406,0.73572
407,0.73484
408,0.73396
409,0.73308
410,0.7322
411,0.73132
412,0.73045
413,0.72957
414,0.7287
415,0.72783
416,0.72696
417,0.72609
418,0.72522
419,0.72435
420,0.72349
421,0.72262
422,0.72176
423,0.72089
424,0.72003
425,0.71917
426,0.71831
427,0.71746
428,0.7166
429,0.71575
430,0.71489
431,0.71404
432,0.71319
433,0.71234
434,0.71149
435,0.71064
436,0.7098
437,0.70895
438,0.70811
439,0.70727
440,0.70643
441,0.70559
442,0.70475
443,0.70392
444,0.70308
445,0.70225
446,0.70142
447,0.70059
448,0.69976
449,0.69893
450,0.69811
451,0.69728
452,0.69646
453,0.69564
454,0.69482
455,0.694
456,0.69318
457,0.69237
458,0.69156
459,0.69074
460,0.68993
461,0.68912
462,0.68832
463,0.68751
464,0.68671
465,0.68591
466,0.68511
467,0.68431
468,0.68351
469,0.68271
470,0.68192
471,0.68113
472,0.68034
473,0.67955
474,0.67876
475,0.67797
476,0.67719
477,0.67641
478,0.67563
479,0.67485
480,0.67407
481,0.6733
482,0.67252
483,0.67175
484,0.67098
485,0.67021
486,0.66945
487,0.66868
488,0.66792
489,0.66716
490,0.6664
491,0.66564
492,0.66488
493,0.66413
494,0.66338
495,0.66263
496,0.66188
497,0.66113
498,0.66039
499,0.65964
500,0.6589
501,0.65816
502,0.65743
503,0.65669
504,0.65596
505,0.65522
506,0.65449
507,0.65377
508,0.65304
509,0.65232
510,0.65159
511,0.65087
512,0.65015
513,0.64944
514,0.64872
515,0.64801
516,0.6473
517,0.64659
518,0.64588
519,0.64518
520,0.64447
521,0.64377
522,0.64307
523,0.64237
524,0.64168
525,0.64098
526,0.64029
527,0.6396
528,0.63891
529,0.63823
530,0.63754
531,0.63686
532,0.63618
533,0.6355
534,0.63483
535,0.63415
536,0.63348
537,0.63281
538,0.63214
539,0.63148
540,0.63081
541,0.63015
542,0.62949
543,0.62883
544,0.62818
545,0.62752
546,0.62687
547,0.62622
548,0.62557
549,0.62493
550,0.62428
551,0.62364
552,0.623
553,0.62236
554,0.62173
555,0.62109
556,0.62046
557,0.61983
558,0.6192
559,0.61858
560,0.61795
561,0.61733
562,0.61671
563,0.61609
564,0.61548
565,0.61486
566,0.61425
567,0.61364
568,0.61303
569,0.61243
570,0.61182
571,0.61122
572,0.61062
573,0.61003
574,0.60943
575,0.60884
576,0.60825
577,0.60766
578,0.60707
579,0.60648
580,0.6059
581,0.60532
582,0.60474
583,0.60416
584,0.60359
585,0.60301
586,0.60244
587,0.60187
588,0.60131
589,0.60074
590,0.60018
591,0.59962
592,0.59906
593,0.5985
594,0.59795
595,0.59739
596,0.59684
597,0.59629
598,0.59575
599,0.5952
600,0.59466
601,0.59412
602,0.59358
603,0.59304
604,0.59251
605,0.59198
606,0.59145
607,0.59092
608,0.59039
609,0.58987
610,0.58934
611,0.58882
612,0.58831
613,0.58779
614,0.58727
615,0.58676
616,0.58625
617,0.58574
618,0.58524
619,0.58473
620,0.58423
621,0.58373
622,0.58323
623,0.58273
624,0.58224
625,0.58175
626,0.58126
627,0.58077
628,0.58028
629,0.5798
630,0.57931
631,0.57883
632,0.57835
633,0.57788
634,0.5774
635,0.57693
636,0.57646
637,0.57599
638,0.57552
639,0.57506
640,0.57459
641,0.57413
642,0.57367
643,0.57322
644,0.57276
645,0.57231
646,0.57186
647,0.57141
648,0.57096
649,0.57051
650,0.57007
651,0.56963
652,0.56919
653,0.56875
654,0.56831
655,0.56788
656,0.56744
657,0.56701
658,0.56659
659,0.56616
660,0.56573
661,0.56531
662,0.56489
663,0.56447
664,0.56405
665,0.56364
666,0.56322
667,0.56281
668,0.5624
669,0.56199
670,0.56159
671,0.56118
672,0.56078
673,0.56038
674,0.55998
675,0.55958
676,0.55919
677,0.55879
