Threshold,Erode,Dilate,Score,FPS
97,10,5,65.4008,0.199091
97,10,6,61.9024,0.196014
97,10,7,66.3175,0.190537
97,10,8,64.5467,0.187006
97,10,9,64.5522,0.182252
97,10,10,64.5495,0.182073
109,1,1,64.5471,0.157797
109,1,2,64.553,0.174852
109,1,3,67.2057,0.185134
109,1,4,66.3194,0.198604
109,1,5,64.5524,0.201071
109,1,6,63.6688,0.202349
109,1,7,64.5543,0.204951
109,1,8,65.4359,0.208015
109,1,9,65.4377,0.202179
109,1,10,65.4457,0.199411
109,2,1,64.55,0.167353
109,2,2,65.4322,0.170951
109,2,3,66.3242,0.194108
109,2,4,64.5546,0.207591
109,2,5,65.4337,0.210959
109,2,6,67.1975,0.221682
109,2,7,62.7825,0.216953
109,2,8,64.5546,0.222612
109,2,9,65.4405,0.223466
109,2,10,66.327,0.214039
109,3,1,65.4395,0.178557
109,3,2,64.5515,0.179106
109,3,3,65.4364,0.180817
109,3,4,65.44,0.198461
109,3,5,65.4344,0.207686
109,3,6,65.4373,0.213011
109,3,7,64.5493,0.21776
109,3,8,65.4387,0.219328
109,3,9,64.5527,0.217521
109,3,10,65.441,0.216492
109,4,1,65.4413,0.187505
109,4,2,63.6699,0.187148
109,4,3,64.5529,0.188286
109,4,4,64.551,0.191652
109,4,5,65.435,0.199583
109,4,6,63.6638,0.210041
109,4,7,63.6616,0.213115
109,4,8,64.5526,0.217504
109,4,9,65.4388,0.213425
109,4,10,62.7828,0.214251
109,5,1,65.4376,0.19234
109,5,2,64.5384,0.188296
109,5,3,63.6699,0.190985
109,5,4,64.5501,0.19187
109,5,5,64.5538,0.194465
109,5,6,64.5518,0.200106
109,5,7,61.8992,0.209
109,5,8,60.1301,0.21498
109,5,9,68.9766,0.212175
109,5,10,65.4383,0.210793
109,6,1,64.5591,0.185642
109,6,2,61.904,0.201552
109,6,3,65.4289,0.193868
109,6,4,66.3195,0.193593
109,6,5,64.5498,0.188862
109,6,6,65.4354,0.190309
109,6,7,62.7794,0.201728
109,6,8,63.666,0.205309
109,6,9,61.9037,0.203739
109,6,10,64.5578,0.207499
109,7,1,64.5663,0.19047
109,7,2,64.5547,0.201491
109,7,3,63.676,0.192619
109,7,4,62.7845,0.191247
109,7,5,66.3216,0.188472
109,7,6,65.436,0.187266
109,7,7,65.4347,0.190104
109,7,8,64.5533,0.196977
109,7,9,66.3218,0.1988
109,7,10,64.5562,0.201032
109,8,1,65.4481,0.191701
109,8,2,64.5598,0.195512
109,8,3,61.9035,0.204251
109,8,4,64.5607,0.203117
109,8,5,62.7876,0.194516
109,8,6,62.7817,0.195885
109,8,7,63.669,0.192652
109,8,8,67.2099,0.188512
109,8,9,61.8968,0.19826
109,8,10,61.9018,0.197853
109,9,1,62.7849,0.197098
109,9,2,59.2557,0.212642
109,9,3,60.1338,0.217149
109,9,4,61.026,0.217224
109,9,5,65.437,0.192682
109,9,6,63.6664,0.197197
109,9,7,61.9059,0.19352
109,9,8,65.4115,0.187133
109,9,9,65.4341,0.18461
109,9,10,66.3252,0.194952
109,10,1,61.0156,0.195053
109,10,2,62.8021,0.192823
109,10,3,59.2473,0.214792
109,10,4,64.5518,0.206804
109,10,5,63.6679,0.2008
109,10,6,66.3229,0.198545
109,10,7,66.3195,0.187571
109,10,8,64.5535,0.187157
109,10,9,64.553,0.183034
109,10,10,65.4309,0.183558
121,1,1,64.5568,0.156916
121,1,2,65.444,0.170473
121,1,3,65.4375,0.185837
121,1,4,67.2061,0.196273
121,1,5,66.3239,0.196693
121,1,6,65.4403,0.199182
121,1,7,65.4382,0.204277
121,1,8,65.4411,0.20777
121,1,9,65.4426,0.199035
121,1,10,64.5609,0.198741
121,2,1,64.557,0.166699
121,2,2,65.442,0.170309
121,2,3,64.5598,0.192922
121,2,4,66.3264,0.204558
121,2,5,64.558,0.20748
121,2,6,64.5561,0.21514
121,2,7,65.4436,0.214637
121,2,8,63.6742,0.219934
121,2,9,64.5592,0.220084
121,2,10,63.6742,0.209504
121,3,1,65.4391,0.179493
121,3,2,64.5561,0.178523
121,3,3,64.553,0.179439
121,3,4,63.6736,0.19827
121,3,5,64.5538,0.206415
121,3,6,65.439,0.209675
121,3,7,66.3225,0.21523
121,3,8,61.0075,0.216376
121,3,9,66.3149,0.214996
121,3,10,65.4426,0.213498
121,4,1,64.5608,0.184819
121,4,2,64.5606,0.18777
121,4,3,61.0128,0.187427
121,4,4,65.4402,0.191626
121,4,5,62.7867,0.200982
121,4,6,64.551,0.208314
121,4,7,64.5494,0.211587
121,4,8,65.4384,0.214645
121,4,9,67.2109,0.211547
121,4,10,65.3981,0.212686
121,5,1,65.4469,0.194372
121,5,2,64.5533,0.187515
121,5,3,65.4403,0.191581
121,5,4,66.3241,0.194285
121,5,5,66.3236,0.195127
121,5,6,64.5557,0.20424
121,5,7,63.67,0.207965
121,5,8,64.5524,0.213003
121,5,9,66.3263,0.210974
121,5,10,61.9024,0.210338
121,6,1,64.5645,0.18603
121,6,2,60.1399,0.206888
121,6,3,66.3225,0.191867
121,6,4,62.7743,0.196007
121,6,5,64.5557,0.191182
121,6,6,65.4414,0.190936
121,6,7,65.4376,0.204851
121,6,8,63.6694,0.206344
121,6,9,64.5558,0.202814
121,6,10,64.5515,0.209862
121,7,1,65.4502,0.19309
121,7,2,65.4446,0.204877
121,7,3,65.4495,0.195201
121,7,4,63.6725,0.194865
121,7,5,62.7871,0.189973
121,7,6,65.371,0.191033
121,7,7,65.4401,0.19203
121,7,8,63.6716,0.198159
121,7,9,64.5544,0.199834
121,7,10,68.0971,0.201847
121,8,1,65.4426,0.192232
121,8,2,63.6814,0.195674
121,8,3,64.5633,0.206182
121,8,4,68.0968,0.210774
121,8,5,63.6743,0.200383
121,8,6,67.2051,0.203424
121,8,7,67.2141,0.195742
121,8,8,65.4432,0.189365
121,8,9,63.6747,0.194245
121,8,10,65.444,0.201157
121,9,1,61.9087,0.19646
121,9,2,59.2602,0.21114
121,9,3,63.6803,0.219009
121,9,4,62.7603,0.21555
121,9,5,68.9869,0.193453
121,9,6,61.0143,0.194345
121,9,7,66.317,0.195434
121,9,8,63.6694,0.190297
121,9,9,65.4397,0.186897
121,9,10,62.7884,0.195434
121,10,1,66.3409,0.192308
121,10,2,62.8048,0.19254
121,10,3,66.3299,0.212738
121,10,4,63.6776,0.204758
121,10,5,64.5602,0.20106
121,10,6,63.6694,0.199859
121,10,7,65.4299,0.187836
121,10,8,64.5541,0.188607
121,10,9,65.4374,0.183835
121,10,10,64.5371,0.18446
133,1,1,65.4449,0.155243
133,1,2,65.4395,0.171222
133,1,3,66.3268,0.185587
133,1,4,66.3267,0.193093
133,1,5,65.4406,0.198856
133,1,6,65.4325,0.201415
133,1,7,63.6756,0.207625
133,1,8,64.563,0.202273
133,1,9,62.7912,0.196624
133,1,10,66.333,0.193892
133,2,1,64.5611,0.163825
133,2,2,65.4394,0.168493
133,2,3,64.5587,0.188692
133,2,4,65.4446,0.201624
133,2,5,66.3255,0.208172
133,2,6,68.0971,0.212662
133,2,7,64.5601,0.215805
133,2,8,63.6741,0.217458
133,2,9,67.2145,0.220449
133,2,10,64.5589,0.212834
133,3,1,65.4532,0.173329
133,3,2,65.4451,0.17728
133,3,3,66.328,0.179081
133,3,4,65.4455,0.19886
133,3,5,65.4432,0.207698
133,3,6,66.3241,0.21378
133,3,7,63.6674,0.215283
133,3,8,64.5576,0.218366
133,3,9,66.3301,0.213704
133,3,10,64.5616,0.213788
133,4,1,64.564,0.176905
133,4,2,64.5639,0.184009
133,4,3,62.7904,0.188673
133,4,4,65.4445,0.189017
133,4,5,66.325,0.202785
133,4,6,65.4401,0.211468
133,4,7,61.9014,0.218041
133,4,8,64.5592,0.217601
133,4,9,66.3332,0.215983
133,4,10,65.4451,0.215189
133,5,1,65.4495,0.191208
133,5,2,62.7944,0.191854
133,5,3,63.675,0.190717
133,5,4,63.6669,0.188897
133,5,5,64.5558,0.188541
133,5,6,69.8526,0.204473
133,5,7,65.4418,0.207579
133,5,8,64.5558,0.208869
133,5,9,65.4367,0.209496
133,5,10,65.442,0.20808
133,6,1,63.6841,0.185419
133,6,2,64.5659,0.199661
133,6,3,64.5619,0.200032
133,6,4,63.6785,0.197249
133,6,5,65.4423,0.189702
133,6,6,65.443,0.192678
133,6,7,64.557,0.20167
133,6,8,64.5571,0.208981
133,6,9,63.6708,0.203413
133,6,10,65.4443,0.206937
133,7,1,63.6761,0.186453
133,7,2,65.4554,0.196157
133,7,3,64.4757,0.195262
133,7,4,64.5618,0.196167
133,7,5,68.0908,0.196967
133,7,6,68.9827,0.197649
133,7,7,68.9828,0.195221
133,7,8,65.441,0.199291
133,7,9,65.443,0.199309
133,7,10,65.4453,0.199537
133,8,1,63.6837,0.185279
133,8,2,64.5692,0.192557
133,8,3,64.5514,0.217333
133,8,4,63.6489,0.20957
133,8,5,64.555,0.190833
133,8,6,65.4406,0.188525
133,8,7,65.4407,0.192154
133,8,8,64.5641,0.188355
133,8,9,64.5612,0.190975
133,8,10,64.5456,0.196147
133,9,1,66.3381,0.187496
133,9,2,68.1144,0.195966
133,9,3,62.7988,0.210978
133,9,4,65.4449,0.218857
133,9,5,62.7866,0.192445
133,9,6,65.4424,0.187431
133,9,7,63.6728,0.186811
133,9,8,64.5605,0.184213
133,9,9,64.5654,0.183877
133,9,10,65.4491,0.187701
133,10,1,65.4489,0.186435
133,10,2,63.6822,0.19148
133,10,3,65.4584,0.206163
133,10,4,62.8001,0.211274
133,10,5,66.3298,0.202378
133,10,6,67.2113,0.19073
133,10,7,65.4428,0.188597
133,10,8,67.2125,0.186879
133,10,9,66.3187,0.180163
133,10,10,63.6739,0.18065
145,1,1,64.565,0.152661
145,1,2,65.4484,0.168868
145,1,3,64.558,0.183743
145,1,4,63.6695,0.193659
145,1,5,64.5596,0.198699
145,1,6,65.441,0.20231
145,1,7,64.5597,0.204259
145,1,8,66.3363,0.202161
145,1,9,64.5643,0.198148
145,1,10,65.449,0.195387
145,2,1,65.4509,0.161727
145,2,2,64.5585,0.167492
145,2,3,65.4439,0.185276
145,2,4,64.5621,0.199042
145,2,5,61.9107,0.209612
145,2,6,65.4454,0.209885
145,2,7,66.3345,0.212278
145,2,8,65.443,0.217045
145,2,9,67.2124,0.221057
145,2,10,66.3338,0.211472
145,3,1,65.4516,0.172214
145,3,2,66.3368,0.174358
145,3,3,65.4441,0.17613
145,3,4,63.6765,0.194586
145,3,5,65.445,0.204421
145,3,6,64.5536,0.213687
145,3,7,64.5587,0.213385
145,3,8,65.4496,0.219039
145,3,9,64.5598,0.21436
145,3,10,66.3335,0.214788
145,4,1,65.452,0.176795
145,4,2,64.5644,0.182679
145,4,3,65.4485,0.185361
145,4,4,66.327,0.186066
145,4,5,65.4428,0.199569
145,4,6,66.327,0.208195
145,4,7,64.5576,0.214764
145,4,8,63.6772,0.219605
145,4,9,63.6741,0.20994
145,4,10,65.4486,0.212163
145,5,1,63.6808,0.192419
145,5,2,65.4477,0.191952
145,5,3,64.5622,0.190524
145,5,4,65.4503,0.187136
145,5,5,65.4434,0.187954
145,5,6,64.5618,0.203351
145,5,7,65.4446,0.205417
145,5,8,64.5608,0.208668
145,5,9,67.2154,0.208264
145,5,10,66.3293,0.207621
145,6,1,65.4547,0.185343
145,6,2,63.6851,0.200689
145,6,3,66.334,0.196683
145,6,4,64.5595,0.19513
145,6,5,65.4458,0.189852
145,6,6,65.4416,0.19065
145,6,7,63.6753,0.20071
145,6,8,63.6768,0.210084
145,6,9,64.5556,0.204447
145,6,10,66.3312,0.206155
145,7,1,63.6798,0.184466
145,7,2,63.6901,0.194613
145,7,3,64.567,0.196095
145,7,4,61.0199,0.197211
145,7,5,59.2571,0.205056
145,7,6,62.7923,0.198218
145,7,7,61.9026,0.196058
145,7,8,64.5588,0.197999
145,7,9,62.7918,0.199618
145,7,10,63.6826,0.200739
145,8,1,66.3435,0.184381
145,8,2,63.6853,0.194902
145,8,3,66.3334,0.214637
145,8,4,64.5636,0.210334
145,8,5,65.4508,0.193553
145,8,6,65.4429,0.190502
145,8,7,64.5591,0.190895
145,8,8,65.4503,0.190766
145,8,9,65.4507,0.192974
145,8,10,65.4232,0.197036
145,9,1,65.4625,0.188616
145,9,2,68.1115,0.197663
145,9,3,66.3376,0.210432
145,9,4,64.5664,0.218332
145,9,5,63.6773,0.19469
145,9,6,66.3301,0.188064
145,9,7,64.5607,0.188951
145,9,8,64.5659,0.186524
145,9,9,65.4493,0.184598
145,9,10,67.2215,0.189232
145,10,1,66.3366,0.186672
145,10,2,64.5707,0.194205
145,10,3,64.572,0.205279
145,10,4,68.9905,0.215645
145,10,5,63.6741,0.205417
145,10,6,66.3287,0.19162
145,10,7,65.4444,0.18812
145,10,8,62.7936,0.185938
145,10,9,65.4498,0.182088
145,10,10,65.4481,0.182614
157,1,1,65.4539,0.153372
157,1,2,61.9111,0.171837
157,1,3,62.7987,0.184399
157,1,4,66.332,0.192154
157,1,5,65.417,0.20189
157,1,6,66.3379,0.202523
157,1,7,64.5668,0.20614
157,1,8,65.4516,0.202154
157,1,9,66.3365,0.198881
157,1,10,65.4512,0.194677
157,2,1,65.4532,0.164366
157,2,2,64.5677,0.167621
157,2,3,65.4482,0.187487
157,2,4,64.565,0.199908
157,2,5,64.5643,0.207271
157,2,6,66.3331,0.211381
157,2,7,67.2198,0.214381
157,2,8,68.0921,0.219426
157,2,9,67.2175,0.219379
157,2,10,67.2232,0.210111
157,3,1,65.4558,0.173619
157,3,2,63.677,0.177327
157,3,3,67.2235,0.179636
157,3,4,67.2224,0.199597
157,3,5,62.7937,0.205889
157,3,6,65.4441,0.211385
157,3,7,65.4465,0.216107
157,3,8,67.2159,0.218168
157,3,9,67.2207,0.216111
157,3,10,66.3338,0.214755
157,4,1,65.4563,0.178504
157,4,2,66.3199,0.183439
157,4,3,67.2191,0.188249
157,4,4,67.2187,0.191056
157,4,5,63.6787,0.205855
157,4,6,64.5604,0.210229
157,4,7,63.6665,0.215764
157,4,8,64.5663,0.22104
157,4,9,63.6805,0.213619
157,4,10,65.4513,0.213615
157,5,1,65.4833,0.192141
157,5,2,64.5663,0.195228
157,5,3,65.4487,0.192701
157,5,4,67.2019,0.190047
157,5,5,63.6829,0.188988
157,5,6,63.6779,0.20593
157,5,7,63.6788,0.207618
157,5,8,63.6798,0.209275
157,5,9,65.4429,0.20818
157,5,10,65.4446,0.208552
157,6,1,64.5724,0.186195
157,6,2,66.34,0.202248
157,6,3,65.4505,0.199
157,6,4,64.5692,0.19828
157,6,5,64.5643,0.192098
157,6,6,65.4486,0.193324
157,6,7,65.4482,0.206721
157,6,8,62.7954,0.212506
157,6,9,63.6783,0.206608
157,6,10,67.2127,0.209093
157,7,1,61.0307,0.18855
157,7,2,66.3432,0.197115
157,7,3,67.2257,0.200163
157,7,4,65.4471,0.199361
157,7,5,68.1029,0.20399
157,7,6,65.4495,0.202255
157,7,7,64.5643,0.199597
157,7,8,66.1987,0.20054
157,7,9,65.4469,0.197187
157,7,10,66.3282,0.20143
157,8,1,65.4547,0.185767
157,8,2,64.5748,0.194965
157,8,3,62.8002,0.21784
157,8,4,66.3385,0.213019
157,8,5,64.5482,0.198009
157,8,6,65.4423,0.193702
157,8,7,65.4419,0.195373
157,8,8,63.6837,0.191919
157,8,9,66.3358,0.195987
157,8,10,65.4484,0.200525
157,9,1,63.6818,0.189159
157,9,2,66.3459,0.198472
157,9,3,67.2304,0.218341
157,9,4,61.0267,0.225135
157,9,5,63.6811,0.197383
157,9,6,65.4535,0.194292
157,9,7,62.7942,0.192596
157,9,8,64.5626,0.18941
157,9,9,63.679,0.188717
157,9,10,64.547,0.192347
157,10,1,65.4494,0.188815
157,10,2,64.5735,0.194583
157,10,3,65.4564,0.211567
157,10,4,62.8032,0.216016
157,10,5,63.6808,0.209
157,10,6,65.4494,0.195627
157,10,7,65.4501,0.191821
157,10,8,65.4444,0.189623
157,10,9,64.5621,0.184162
157,10,10,66.3319,0.185015
169,1,1,65.4556,0.150368
169,1,2,67.2227,0.166198
169,1,3,65.4559,0.181976
169,1,4,63.6782,0.18891
169,1,5,65.4492,0.193672
169,1,6,67.2199,0.198783
169,1,7,65.4509,0.200689
169,1,8,66.3384,0.201541
169,1,9,67.2206,0.195766
169,1,10,63.6834,0.192481
169,2,1,64.5759,0.163664
169,2,2,62.8029,0.167286
169,2,3,66.3367,0.188161
169,2,4,65.4466,0.199982
169,2,5,62.7961,0.201351
169,2,6,63.6805,0.207709
169,2,7,65.4398,0.209008
169,2,8,66.3148,0.212338
169,2,9,67.2179,0.207381
169,2,10,68.1031,0.206125
169,3,1,65.4569,0.172083
169,3,2,65.4583,0.175673
169,3,3,65.4587,0.176295
169,3,4,66.3014,0.196406
169,3,5,66.334,0.203409
169,3,6,67.2224,0.210295
169,3,7,65.4457,0.211801
169,3,8,66.334,0.212786
169,3,9,65.4507,0.212179
169,3,10,67.2012,0.210068
169,4,1,65.4594,0.179476
169,4,2,65.4607,0.183928
169,4,3,65.4557,0.182978
169,4,4,65.4457,0.183707
169,4,5,62.7945,0.198563
169,4,6,64.5663,0.206865
169,4,7,65.4497,0.210848
169,4,8,66.3346,0.212546
169,4,9,64.5639,0.210041
169,4,10,64.5679,0.209679
169,5,1,65.4619,0.184234
169,5,2,66.3452,0.192196
169,5,3,64.4093,0.192498
169,5,4,64.5747,0.193699
169,5,5,65.4551,0.187914
169,5,6,67.2227,0.201028
169,5,7,67.2227,0.205615
169,5,8,64.5676,0.208095
169,5,9,64.5692,0.207416
169,5,10,65.4489,0.206751
169,6,1,63.6916,0.186079
169,6,2,65.4582,0.193735
169,6,3,64.5759,0.199021
169,6,4,66.3388,0.198916
169,6,5,65.453,0.197036
169,6,6,65.4507,0.190505
169,6,7,64.5649,0.20256
169,6,8,64.5525,0.205975
169,6,9,65.4527,0.206574
169,6,10,67.2163,0.205731
169,7,1,64.5814,0.204451
169,7,2,63.6893,0.213574
169,7,3,65.4565,0.224509
169,7,4,64.5636,0.230363
169,7,5,64.5712,0.211884
169,7,6,64.5702,0.194181
169,7,7,65.4556,0.198517
169,7,8,66.3414,0.200181
169,7,9,65.457,0.203248
169,7,10,63.6831,0.203541
169,8,1,66.3474,0.211361
169,8,2,63.6904,0.219814
169,8,3,64.5733,0.231823
169,8,4,59.258,0.247249
169,8,5,66.3374,0.221014
169,8,6,62.7917,0.216824
169,8,7,68.0823,0.214911
169,8,8,68.9939,0.214385
169,8,9,64.5733,0.198016
169,8,10,67.2193,0.200493
169,9,1,66.3523,0.217546
169,9,2,64.5745,0.223882
169,9,3,65.4603,0.22826
169,9,4,65.4381,0.233785
169,9,5,67.2154,0.219205
169,9,6,65.4455,0.203519
169,9,7,66.3404,0.199266
169,9,8,64.5628,0.195013
169,9,9,62.7995,0.189071
169,9,10,61.9146,0.194228
169,10,1,60.1476,0.222476
169,10,2,65.4609,0.233756
169,10,3,64.5767,0.230895
169,10,4,68.112,0.237395
169,10,5,67.2228,0.23097
169,10,6,62.7795,0.216165
169,10,7,66.3362,0.228011
169,10,8,65.4566,0.197853
169,10,9,67.2165,0.196109
169,10,10,68.1053,0.191179
181,1,1,65.4602,0.148321
181,1,2,66.3418,0.166593
181,1,3,66.3403,0.179739
181,1,4,67.2237,0.187322
181,1,5,64.5666,0.189505
181,1,6,65.4518,0.193341
181,1,7,65.457,0.195302
181,1,8,65.4568,0.196014
181,1,9,63.6845,0.193199
181,1,10,64.5689,0.190685
181,2,1,65.4624,0.161194
181,2,2,63.691,0.163302
181,2,3,65.4523,0.180739
181,2,4,65.4476,0.195997
181,2,5,63.6829,0.197982
181,2,6,64.5659,0.203281
181,2,7,64.5695,0.206295
181,2,8,66.3413,0.209897
181,2,9,65.4542,0.204992
181,2,10,64.5649,0.202887
181,3,1,65.4639,0.171449
181,3,2,65.4568,0.172973
181,3,3,65.4609,0.174058
181,3,4,65.4524,0.192922
181,3,5,65.455,0.203651
181,3,6,66.3422,0.208004
181,3,7,64.5652,0.211385
181,3,8,65.454,0.213063
181,3,9,65.4547,0.211468
181,3,10,65.4518,0.208433
181,4,1,65.4615,0.179394
181,4,2,64.5777,0.183537
181,4,3,66.345,0.182886
181,4,4,64.5759,0.18291
181,4,5,66.3217,0.203241
181,4,6,62.8006,0.204996
181,4,7,64.566,0.209792
181,4,8,66.3403,0.213007
181,4,9,66.3414,0.210139
181,4,10,64.5678,0.209445
181,5,1,65.4608,0.183486
181,5,2,64.5756,0.189788
181,5,3,65.4604,0.190762
181,5,4,63.6863,0.194445
181,5,5,64.5716,0.18934
181,5,6,66.3412,0.202975
181,5,7,66.3352,0.209302
181,5,8,63.6857,0.209403
181,5,9,66.3375,0.207736
181,5,10,64.564,0.207343
181,6,1,66.3424,0.186214
181,6,2,67.2251,0.193483
181,6,3,65.4584,0.199636
181,6,4,68.9957,0.204847
181,6,5,65.4573,0.195742
181,6,6,62.8005,0.192586
181,6,7,65.4522,0.205949
181,6,8,65.4507,0.207873
181,6,9,62.7976,0.205287
181,6,10,64.5685,0.206903
181,7,1,64.582,0.205754
181,7,2,65.462,0.212874
181,7,3,66.3473,0.223056
181,7,4,63.6839,0.229834
181,7,5,65.4584,0.210805
181,7,6,66.3436,0.196559
181,7,7,68.9993,0.213477
181,7,8,66.3445,0.203322
181,7,9,67.2303,0.21406
181,7,10,61.9186,0.205399
181,8,1,63.6938,0.210648
181,8,2,63.6921,0.219631
181,8,3,63.6795,0.230787
181,8,4,63.6878,0.247151
181,8,5,66.3381,0.216214
181,8,6,61.0216,0.211884
181,8,7,63.6879,0.217802
181,8,8,65.4553,0.213131
181,8,9,63.6851,0.198639
181,8,10,67.2268,0.201541
181,9,1,65.4646,0.219558
181,9,2,65.4621,0.226063
181,9,3,63.6898,0.228311
181,9,4,59.2677,0.229712
181,9,5,61.0291,0.220634
181,9,6,67.2152,0.203267
181,9,7,64.5724,0.201304
181,9,8,62.796,0.197332
181,9,9,66.3387,0.190656
181,9,10,61.0315,0.196075
181,10,1,64.5787,0.224902
181,10,2,61.9233,0.235948
181,10,3,65.4621,0.231595
181,10,4,63.6817,0.238749
181,10,5,64.2994,0.228043
181,10,6,61.0291,0.215185
181,10,7,63.6811,0.217488
181,10,8,64.5556,0.19508
181,10,9,63.6875,0.190537
181,10,10,65.4546,0.189686
193,1,1,65.4653,0.144863
193,1,2,65.4611,0.161898
193,1,3,63.6889,0.176397
193,1,4,66.3419,0.182053
193,1,5,61.0376,0.263274
193,1,6,68.1035,0.202436
193,1,7,66.3389,0.191886
193,1,8,66.3421,0.19462
193,1,9,65.4574,0.19014
193,1,10,65.4518,0.186204
193,2,1,66.3524,0.160152
193,2,2,65.4653,0.161509
193,2,3,65.4592,0.183251
193,2,4,65.4558,0.196802
193,2,5,64.5732,0.20276
193,2,6,64.5749,0.205395
193,2,7,65.4572,0.207534
193,2,8,63.6893,0.209217
193,2,9,65.4593,0.20468
193,2,10,65.4546,0.202687
193,3,1,65.4614,0.17184
193,3,2,66.3478,0.172532
193,3,3,64.5761,0.174925
193,3,4,66.3465,0.19114
193,3,5,66.3424,0.205653
193,3,6,67.2246,0.208395
193,3,7,63.6862,0.211223
193,3,8,65.4559,0.211333
193,3,9,65.456,0.20985
193,3,10,65.4543,0.207515
193,4,1,67.2375,0.181956
193,4,2,65.4617,0.188922
193,4,3,64.5787,0.183186
193,4,4,64.5739,0.189798
193,4,5,67.2278,0.204818
193,4,6,64.5725,0.207935
193,4,7,61.9168,0.21797
193,4,8,65.457,0.215226
193,4,9,66.3385,0.210719
193,4,10,63.6831,0.211254
193,5,1,64.5823,0.191043
193,5,2,66.3486,0.191373
193,5,3,66.348,0.199989
193,5,4,63.6876,0.191017
193,5,5,61.9231,0.195922
193,5,6,64.5748,0.205126
193,5,7,65.4586,0.209644
193,5,8,66.3354,0.212027
193,5,9,63.6856,0.207621
193,5,10,62.8002,0.208272
193,6,1,62.8117,0.20406
193,6,2,63.6927,0.221647
193,6,3,65.4608,0.211821
193,6,4,64.5756,0.206608
193,6,5,62.8042,0.207522
193,6,6,63.6844,0.209729
193,6,7,62.803,0.220299
193,6,8,61.9165,0.217626
193,6,9,63.6886,0.213075
193,6,10,64.5721,0.212127
193,7,1,62.8061,0.229717
193,7,2,65.4603,0.23926
193,7,3,66.3491,0.235893
193,7,4,61.0337,0.230697
193,7,5,66.3257,0.224002
193,7,6,64.5712,0.219162
193,7,7,62.7905,0.207438
193,7,8,67.2295,0.210088
193,7,9,63.6944,0.207165
193,7,10,64.5689,0.215777
193,8,1,63.6939,0.235333
193,8,2,63.6287,0.247753
193,8,3,64.5648,0.248439
193,8,4,71.6477,0.261199
193,8,5,64.574,0.238497
193,8,6,64.5758,0.22217
193,8,7,67.2267,0.219026
193,8,8,65.455,0.215694
193,8,9,65.4525,0.219789
193,8,10,67.2256,0.205033
193,9,1,65.4373,0.233804
193,9,2,68.104,0.242552
193,9,3,65.4475,0.24827
193,9,4,68.1113,0.243845
193,9,5,61.9133,0.240109
193,9,6,65.4409,0.225207
193,9,7,61.0358,0.317567
193,9,8,62.8022,0.268428
193,9,9,66.341,0.199305
193,9,10,67.2319,0.232549
193,10,1,34.5133,0
193,10,2,34.5133,0
193,10,3,63.6964,0.262072
193,10,4,34.5133,0
193,10,5,60.1461,0.247655
193,10,6,67.2273,0.240738
193,10,7,60.1422,0.241087
193,10,8,64.4043,0.238608
193,10,9,67.2312,0.231415
193,10,10,68.1149,0.229572
205,1,1,65.4685,0.146875
205,1,2,65.4572,0.160418
205,1,3,64.575,0.174176
205,1,4,64.5753,0.183991
205,1,5,65.4577,0.185858
205,1,6,63.6894,0.189353
205,1,7,64.5727,0.192383
205,1,8,64.5712,0.192504
205,1,9,65.4599,0.187068
205,1,10,65.4571,0.183692
205,2,1,66.3524,0.160715
205,2,2,65.4688,0.165767
205,2,3,64.5764,0.178416
205,2,4,61.9221,0.194322
205,2,5,65.4604,0.201057
205,2,6,64.5754,0.20075
205,2,7,64.574,0.203424
205,2,8,64.5776,0.206975
205,2,9,64.576,0.202433
205,2,10,64.5744,0.199284
205,3,1,66.3518,0.183305
205,3,2,67.2366,0.180131
205,3,3,65.4673,0.183698
205,3,4,64.5779,0.202534
205,3,5,64.5753,0.216816
205,3,6,63.6935,0.209073
205,3,7,66.3423,0.212754
205,3,8,64.5755,0.209422
205,3,9,63.6872,0.206967
205,3,10,64.5544,0.205473
205,4,1,66.3548,0.184237
205,4,2,66.3539,0.189728
205,4,3,65.4643,0.193908
205,4,4,66.349,0.19738
205,4,5,66.3477,0.221878
205,4,6,66.3493,0.210872
205,4,7,65.4584,0.211345
205,4,8,66.3419,0.212199
205,4,9,64.5717,0.208153
205,4,10,65.4568,0.207877
205,5,1,63.6991,0.21802
205,5,2,65.4666,0.206782
205,5,3,64.5786,0.219396
205,5,4,65.465,0.213232
205,5,5,64.5799,0.216305
205,5,6,65.456,0.217865
205,5,7,63.6907,0.216857
205,5,8,67.2288,0.216007
205,5,9,64.5675,0.213393
205,5,10,65.4578,0.212087
205,6,1,66.3487,0.23297
205,6,2,64.5808,0.236155
205,6,3,63.695,0.227827
205,6,4,61.9216,0.23655
205,6,5,65.4622,0.225851
205,6,6,62.8036,0.2028
205,6,7,63.6953,0.209236
205,6,8,65.4614,0.217433
205,6,9,64.5501,0.209815
205,6,10,66.3425,0.210672
205,7,1,62.8061,0.245658
205,7,2,61.0368,0.252469
205,7,3,64.5757,0.255465
205,7,4,62.8079,0.250354
205,7,5,64.5428,0.244531
205,7,6,60.1476,0.244462
205,7,7,62.7467,0.244679
205,7,8,62.8021,0.257233
205,7,9,62.7993,0.239417
205,7,10,63.6867,0.234226
205,8,1,65.4625,0.247319
205,8,2,34.5133,0
205,8,3,59.2513,0.260243
205,8,4,65.4633,0.270523
